1123,1580,1896,150,149,149,-150.000000
1515,1580,1896,147,144,147,-150.000000
1004,1855,1896,149,149,149,-149.000000
1179,1580,1896,149,149,149,-149.000000
1071,1123,1580,140,137,140,-143.000000
1071,1179,1580,141,138,140,-143.000000
771,1123,1580,143,140,140,-143.000000
1004,1071,1855,141,138,140,-143.000000
571,1515,1580,143,140,140,-143.000000
571,1004,1855,142,141,141,-142.000000
571,927,1580,142,141,141,-142.000000
471,1515,1580,139,136,139,-142.000000
771,1004,1855,142,141,141,-142.000000
771,1179,1580,142,141,141,-142.000000
1123,1580,1971,138,134,138,-142.000000
571,1179,1580,142,141,141,-142.000000
1123,1196,1855,142,140,140,-142.000000
771,927,1580,139,136,139,-142.000000
1071,1515,1580,137,136,141,-142.000000
1123,1171,1580,141,137,138,-142.000000
1123,1471,1580,141,138,139,-142.000000
471,1123,1580,142,141,141,-142.000000
1004,1171,1855,140,139,140,-141.000000
1471,1515,1580,139,133,135,-141.000000
927,1171,1580,139,138,140,-141.000000
471,1004,1855,141,141,141,-141.000000
927,1196,1855,141,141,141,-141.000000
927,1580,1671,136,135,140,-141.000000
1179,1580,1671,137,134,138,-141.000000
1004,1471,1855,139,137,139,-141.000000
1004,1671,1855,137,134,138,-141.000000
927,1471,1580,136,135,140,-141.000000
1123,1580,1771,140,134,135,-141.000000
1196,1515,1855,140,140,141,-141.000000
1515,1580,1671,134,130,137,-141.000000
927,1071,1580,140,140,141,-141.000000
1171,1515,1580,138,135,138,-141.000000
1171,1179,1580,139,137,139,-141.000000
1179,1471,1580,139,137,139,-141.000000
927,1580,1971,136,130,135,-141.000000
471,1179,1580,141,141,141,-141.000000
1123,1580,1671,137,136,139,-140.000000
927,1580,1771,138,131,133,-140.000000
1515,1580,1971,135,132,136,-139.000000
1004,1855,1971,137,133,135,-139.000000
1515,1580,1771,136,130,133,-139.000000
1179,1580,1971,137,133,135,-139.000000
1179,1580,1771,136,134,137,-139.000000
1004,1771,1855,136,134,137,-139.000000
1112,1179,1896,131,127,128,-132.000000
1096,1179,1544,129,126,129,-132.000000
824,1096,1515,132,130,130,-132.000000
696,1544,1855,130,127,129,-132.000000
1096,1112,1123,132,130,130,-132.000000
843,1112,1896,130,128,130,-132.000000
1112,1123,1896,132,130,130,-132.000000
1096,1123,1544,128,126,130,-132.000000
824,1515,1896,132,130,130,-132.000000
1544,1571,1855,130,128,130,-132.000000
1096,1123,1688,130,126,127,-131.000000
824,1855,1896,130,128,129,-131.000000
1112,1855,1896,128,126,129,-131.000000
1544,1855,1896,130,128,129,-131.000000
824,1096,1179,131,130,130,-131.000000
696,824,1855,131,130,130,-131.000000
535,824,1896,131,130,130,-131.000000
1448,1515,1896,129,126,128,-131.000000
824,1571,1855,131,130,130,-131.000000
696,1112,1855,131,130,130,-131.000000
1112,1571,1855,131,130,130,-131.000000
535,1112,1896,128,126,129,-131.000000
1515,1688,1896,130,128,129,-131.000000
1179,1544,1896,131,129,129,-131.000000
927,1096,1112,128,126,129,-131.000000
927,1096,1544,130,130,131,-131.000000
535,1544,1896,130,130,131,-131.000000
680,1096,1515,128,126,129,-131.000000
1096,1112,1179,131,130,130,-131.000000
1096,1515,1544,126,125,130,-131.000000
843,1544,1896,131,130,130,-131.000000
680,1096,1123,131,130,130,-131.000000
1515,1544,1896,128,124,127,-131.000000
392,1515,1896,128,126,129,-131.000000
392,1123,1896,131,130,130,-131.000000
824,927,1096,131,130,130,-131.000000
535,1688,1896,128,127,129,-130.000000
1688,1855,1896,126,124,128,-130.000000
680,1096,1179,130,130,130,-130.000000
1179,1448,1896,130,130,130,-130.000000
843,1688,1896,129,127,128,-130.000000
1571,1855,1896,130,130,130,-130.000000
1123,1544,1896,129,128,129,-130.000000
1571,1688,1855,130,128,128,-130.000000
696,1688,1855,129,128,129,-130.000000
584,1855,1896,130,130,130,-130.000000
824,1179,1896,129,129,130,-130.000000
392,1179,1896,130,130,130,-130.000000
824,843,1896,129,129,130,-130.000000
1123,1448,1896,128,128,130,-130.000000
1123,1688,1896,128,127,129,-130.000000
680,1571,1855,130,130,130,-130.000000
248,1855,1896,130,130,130,-130.000000
1096,1179,1688,128,127,129,-130.000000
927,1096,1688,128,127,129,-130.000000
680,696,1855,130,130,130,-130.000000
1179,1688,1896,129,128,129,-130.000000
1096,1515,1688,128,126,128,-130.000000
1571,1580,1896,122,122,122,-122.000000
1004,1569,1896,117,117,117,-117.000000
829,1580,1896,117,117,117,-117.000000
1123,1580,1696,117,116,116,-117.000000
1417,1580,1896,117,117,117,-117.000000
633,1580,1896,117,117,117,-117.000000
1580,1809,1896,116,116,117,-117.000000
1123,1296,1580,117,115,115,-117.000000
1004,1696,1855,116,116,116,-116.000000
1179,1580,1696,116,116,116,-116.000000
927,1580,1696,116,116,116,-116.000000
1096,1544,1571,115,114,115,-116.000000
1296,1515,1580,115,115,116,-116.000000
927,1296,1580,116,116,116,-116.000000
1112,1571,1896,116,114,114,-116.000000
1515,1580,1696,116,115,115,-116.000000
1004,1580,1896,115,115,115,-115.000000
1096,1112,1571,115,114,114,-115.000000
1544,1571,1896,115,114,114,-115.000000
824,1096,1571,115,114,114,-115.000000
1004,1071,1580,114,113,114,-115.000000
1096,1123,1868,114,112,112,-114.000000
1571,1688,1896,114,114,114,-114.000000
824,1571,1896,114,114,114,-114.000000
1004,1580,1671,113,113,114,-114.000000
1515,1868,1896,113,108,109,-114.000000
1096,1571,1688,113,112,113,-114.000000
771,1004,1580,114,113,113,-114.000000
680,1096,1571,114,114,114,-114.000000
392,1571,1896,114,114,114,-114.000000
571,1004,1580,114,113,113,-114.000000
571,1544,1855,111,108,110,-113.000000
383,1096,1179,112,109,110,-113.000000
571,878,1855,113,111,111,-113.000000
203,1096,1515,113,111,111,-113.000000
535,824,1071,111,110,112,-113.000000
1171,1544,1855,109,108,112,-113.000000
771,1179,1544,111,107,109,-113.000000
843,1544,1671,110,108,111,-113.000000
471,1112,1179,113,111,111,-113.000000
1096,1515,1859,113,111,111,-113.000000
1855,1896,1949,111,108,110,-113.000000
824,1071,1855,112,109,110,-113.000000
1071,1571,1580,112,111,112,-113.000000
1515,1859,1896,113,111,111,-113.000000
1123,1580,1801,113,111,111,-113.000000
1123,1544,1855,110,109,112,-113.000000
275,843,1896,112,110,111,-113.000000
824,1515,1855,112,109,110,-113.000000
1179,1471,1544,111,107,109,-113.000000
1096,1515,1868,112,112,113,-113.000000
571,1112,1179,112,110,111,-113.000000
446,1123,1855,113,111,111,-113.000000
1004,1580,1771,113,112,112,-113.000000
271,1179,1544,110,108,111,-113.000000
571,680,1515,113,111,111,-113.000000
1004,1171,1580,112,111,112,-113.000000
275,1096,1123,113,111,111,-113.000000
923,1855,1896,108,105,110,-113.000000
923,1515,1896,109,103,107,-113.000000
1071,1688,1855,109,108,112,-113.000000
471,1004,1580,113,113,113,-113.000000
1004,1071,1096,112,111,112,-113.000000
168,1571,1855,112,110,111,-113.000000
535,771,824,113,111,111,-113.000000
843,1071,1688,109,106,110,-113.000000
771,824,927,113,111,111,-113.000000
248,1071,1855,111,109,111,-113.000000
383,696,1855,112,109,110,-113.000000
271,1112,1123,113,111,111,-113.000000
1171,1179,1544,110,109,112,-113.000000
1471,1544,1855,109,103,107,-113.000000
275,1123,1896,113,111,111,-113.000000
535,1071,1688,108,106,111,-113.000000
771,843,1544,111,108,110,-113.000000
843,1171,1544,109,106,110,-113.000000
471,843,1112,111,109,111,-113.000000
680,771,1123,113,111,111,-113.000000
535,571,1544,111,110,112,-113.000000
571,927,1112,113,111,111,-113.000000
571,1112,1855,111,109,111,-113.000000
1123,1868,1896,111,110,112,-113.000000
843,1112,1671,110,107,110,-113.000000
680,771,1179,113,111,111,-113.000000
271,824,1515,113,111,111,-113.000000
843,1868,1896,113,113,113,-113.000000
571,843,1112,113,111,111,-113.000000
1071,1112,1179,111,107,109,-113.000000
684,1571,1855,112,110,111,-113.000000
1112,1123,1855,111,108,110,-113.000000
1071,1179,1688,110,109,112,-113.000000
771,824,1179,112,110,111,-113.000000
471,1112,1123,113,111,111,-113.000000
383,1096,1123,111,109,111,-113.000000
275,1179,1896,112,109,110,-113.000000
535,571,1112,113,111,111,-113.000000
1123,1796,1855,113,111,111,-113.000000
1004,1580,1971,112,110,111,-113.000000
1123,1441,1580,113,111,111,-113.000000
471,824,1515,113,111,111,-113.000000
171,1544,1855,111,109,111,-113.000000
696,1071,1580,112,111,112,-113.000000
535,1868,1896,113,113,113,-113.000000
771,1004,1896,113,111,111,-113.000000
203,1515,1896,113,111,111,-113.000000
392,571,1515,113,111,111,-113.000000
1004,1471,1580,113,113,113,-113.000000
271,1123,1544,109,108,112,-113.000000
392,1071,1123,110,109,112,-113.000000
392,1071,1179,111,109,111,-113.000000
535,1171,1544,108,106,111,-113.000000
927,1096,1868,113,113,113,-113.000000
680,771,843,111,109,111,-113.000000
771,824,843,113,111,111,-113.000000
841,1123,1580,113,111,111,-113.000000
535,923,1896,107,104,110,-113.000000
923,927,1096,107,103,109,-113.000000
771,824,1855,112,110,111,-113.000000
392,771,1123,113,111,111,-113.000000
843,1071,1112,111,108,110,-113.000000
1468,1571,1855,112,111,111,-112.000000
959,1179,1896,110,105,107,-112.000000
471,535,1112,109,108,111,-112.000000
721,1123,1580,112,111,111,-112.000000
571,843,1544,112,111,111,-112.000000
824,927,1855,112,111,111,-112.000000
1123,1855,1896,112,110,110,-112.000000
1544,1571,1580,111,110,111,-112.000000
1004,1671,1896,111,110,111,-112.000000
1071,1417,1580,111,110,111,-112.000000
927,1441,1580,112,111,111,-112.000000
571,1571,1580,112,111,111,-112.000000
492,1571,1855,112,111,111,-112.000000
275,696,1855,112,111,111,-112.000000
707,1096,1123,109,107,110,-112.000000
203,535,1896,112,111,111,-112.000000
535,571,680,112,111,111,-112.000000
584,1071,1855,111,110,111,-112.000000
392,471,1123,112,111,111,-112.000000
771,1123,1688,111,108,109,-112.000000
680,1071,1855,111,110,111,-112.000000
1004,1096,1544,111,110,111,-112.000000
771,1179,1448,112,111,111,-112.000000
841,1515,1580,111,110,111,-112.000000
680,1515,1855,109,108,111,-112.000000
203,1096,1179,112,111,111,-112.000000
383,1179,1896,112,110,110,-112.000000
571,584,1855,112,110,110,-112.000000
824,1171,1515,111,108,109,-112.000000
392,927,1071,111,111,112,-112.000000
824,1471,1515,110,108,110,-112.000000
392,1071,1515,108,107,111,-112.000000
878,1071,1855,110,109,111,-112.000000
275,1855,1896,111,109,110,-112.000000
392,471,1515,109,108,111,-112.000000
635,1515,1896,109,99,102,-112.000000
271,680,1515,109,108,111,-112.000000
771,1004,1096,112,111,111,-112.000000
95,1123,1896,112,111,111,-112.000000
843,1544,1971,109,106,109,-112.000000
878,1771,1855,109,105,108,-112.000000
392,1123,1471,112,110,110,-112.000000
1112,1123,1171,111,108,109,-112.000000
1004,1112,1896,112,110,110,-112.000000
1112,1179,1471,111,108,109,-112.000000
843,923,1896,106,104,110,-112.000000
1441,1515,1580,112,111,111,-112.000000
503,1096,1123,112,110,110,-112.000000
771,843,1688,110,107,109,-112.000000
571,680,1855,112,111,111,-112.000000
1179,1544,1671,108,107,111,-112.000000
95,1515,1896,111,109,110,-112.000000
1179,1580,1801,112,111,111,-112.000000
1688,1771,1855,109,104,107,-112.000000
535,771,1544,108,107,111,-112.000000
1571,1744,1855,112,111,111,-112.000000
383,843,1896,112,111,111,-112.000000
824,1471,1855,111,109,110,-112.000000
203,927,1096,112,111,111,-112.000000
1112,1171,1179,111,108,109,-112.000000
471,1544,1855,111,110,111,-112.000000
771,1004,1569,112,110,110,-112.000000
471,535,824,112,111,111,-112.000000
535,824,1771,111,106,107,-112.000000
167,1096,1515,111,109,110,-112.000000
471,535,1544,111,111,112,-112.000000
927,1544,1855,110,110,112,-112.000000
927,1688,1771,110,103,105,-112.000000
535,571,1688,112,108,108,-112.000000
571,1580,1809,112,111,111,-112.000000
571,1179,1544,111,110,111,-112.000000
824,1855,1971,111,108,109,-112.000000
680,771,1855,109,108,111,-112.000000
364,1571,1855,112,111,111,-112.000000
383,1855,1896,111,109,110,-112.000000
696,771,1580,112,111,111,-112.000000
271,680,1123,112,111,111,-112.000000
383,1515,1896,111,107,108,-112.000000
1515,1544,1855,108,107,111,-112.000000
1123,1688,1855,112,109,109,-112.000000
927,1112,1671,108,105,109,-112.000000
927,1171,1544,109,107,110,-112.000000
863,1515,1896,112,109,109,-112.000000
680,843,1671,110,110,112,-112.000000
383,535,1896,111,111,112,-112.000000
