"2.2.956.1","x^2 - 239","956","1","[]"
"2.2.973.1","x^2 - x - 243","973","1","[]"
"2.2.977.1","x^2 - x - 244","977","1","[]"
"2.2.989.1","x^2 - x - 247","989","1","[]"
"2.2.997.1","x^2 - x - 249","997","1","[]"
"2.2.1004.1","x^2 - 251","1004","1","[]"
"2.2.1013.1","x^2 - x - 253","1013","1","[]"
"2.2.1021.1","x^2 - x - 255","1021","1","[]"
"2.2.1033.1","x^2 - x - 258","1033","1","[]"
"2.2.1041.1","x^2 - x - 260","1041","1","[]"
"2.2.1048.1","x^2 - 262","1048","1","[]"
"2.2.1049.1","x^2 - x - 262","1049","1","[]"
"2.2.1052.1","x^2 - 263","1052","1","[]"
"2.2.1057.1","x^2 - x - 264","1057","1","[]"
"2.2.1061.1","x^2 - x - 265","1061","1","[]"
"2.2.1069.1","x^2 - x - 267","1069","1","[]"
"2.2.1077.1","x^2 - x - 269","1077","1","[]"
"2.2.1081.1","x^2 - x - 270","1081","1","[]"
"2.2.1084.1","x^2 - 271","1084","1","[]"
"2.2.1097.1","x^2 - x - 274","1097","1","[]"
"2.2.1109.1","x^2 - x - 277","1109","1","[]"
"2.2.1112.1","x^2 - 278","1112","1","[]"
"2.2.1117.1","x^2 - x - 279","1117","1","[]"
"2.2.1121.1","x^2 - x - 280","1121","1","[]"
"2.2.1132.1","x^2 - 283","1132","1","[]"
"2.2.1133.1","x^2 - x - 283","1133","1","[]"
"2.2.1137.1","x^2 - x - 284","1137","1","[]"
"2.2.1141.1","x^2 - x - 285","1141","1","[]"
"2.2.1149.1","x^2 - x - 287","1149","1","[]"
"2.2.1153.1","x^2 - x - 288","1153","1","[]"
"2.2.1169.1","x^2 - x - 292","1169","1","[]"
"2.2.1177.1","x^2 - x - 294","1177","1","[]"
"2.2.1181.1","x^2 - x - 295","1181","1","[]"
"2.2.1193.1","x^2 - x - 298","1193","1","[]"
"2.2.1201.1","x^2 - x - 300","1201","1","[]"
"2.2.1208.1","x^2 - 302","1208","1","[]"
"2.2.1213.1","x^2 - x - 303","1213","1","[]"
"2.2.1217.1","x^2 - x - 304","1217","1","[]"
"2.2.1228.1","x^2 - 307","1228","1","[]"
"2.2.1237.1","x^2 - x - 309","1237","1","[]"
"2.2.1244.1","x^2 - 311","1244","1","[]"
"2.2.1249.1","x^2 - x - 312","1249","1","[]"
"2.2.1253.1","x^2 - x - 313","1253","1","[]"
"2.2.1273.1","x^2 - x - 318","1273","1","[]"
"2.2.1277.1","x^2 - x - 319","1277","1","[]"
"2.2.1289.1","x^2 - x - 322","1289","1","[]"
"2.2.1293.1","x^2 - x - 323","1293","1","[]"
"2.2.1301.1","x^2 - x - 325","1301","1","[]"
"2.2.1317.1","x^2 - x - 329","1317","1","[]"
"2.2.1321.1","x^2 - x - 330","1321","1","[]"
"2.2.1324.1","x^2 - 331","1324","1","[]"
"2.2.1329.1","x^2 - x - 332","1329","1","[]"
"2.2.1333.1","x^2 - x - 333","1333","1","[]"
"2.2.1336.1","x^2 - 334","1336","1","[]"
"2.2.1337.1","x^2 - x - 334","1337","1","[]"
"2.2.1349.1","x^2 - x - 337","1349","1","[]"
"2.2.1357.1","x^2 - x - 339","1357","1","[]"
"2.2.1361.1","x^2 - x - 340","1361","1","[]"
"2.2.1381.1","x^2 - x - 345","1381","1","[]"
"2.2.1388.1","x^2 - 347","1388","1","[]"
"2.2.1389.1","x^2 - x - 347","1389","1","[]"
"2.2.1397.1","x^2 - x - 349","1397","1","[]"
"2.2.1401.1","x^2 - x - 350","1401","1","[]"
"2.2.1409.1","x^2 - x - 352","1409","1","[]"
"2.2.1432.1","x^2 - 358","1432","1","[]"
"2.2.1433.1","x^2 - x - 358","1433","1","[]"
"2.2.1437.1","x^2 - x - 359","1437","1","[]"
"2.2.1441.1","x^2 - x - 360","1441","1","[]"
"2.2.1453.1","x^2 - x - 363","1453","1","[]"
"2.2.1457.1","x^2 - x - 364","1457","1","[]"
"2.2.1461.1","x^2 - x - 365","1461","1","[]"
"2.2.1468.1","x^2 - 367","1468","1","[]"
"2.2.1473.1","x^2 - x - 368","1473","1","[]"
"2.2.1477.1","x^2 - x - 369","1477","1","[]"
"2.2.1481.1","x^2 - x - 370","1481","1","[]"
"2.2.1493.1","x^2 - x - 373","1493","1","[]"
"2.2.1497.1","x^2 - x - 374","1497","1","[]"
"2.2.1501.1","x^2 - x - 375","1501","1","[]"
"2.2.1516.1","x^2 - 379","1516","1","[]"
"2.2.1528.1","x^2 - 382","1528","1","[]"
"2.2.1529.1","x^2 - x - 382","1529","1","[]"
"2.2.1532.1","x^2 - 383","1532","1","[]"
"2.2.1541.1","x^2 - x - 385","1541","1","[]"
"2.2.1549.1","x^2 - x - 387","1549","1","[]"
"2.2.1553.1","x^2 - x - 388","1553","1","[]"
"2.2.1561.1","x^2 - x - 390","1561","1","[]"
"2.2.1569.1","x^2 - x - 392","1569","1","[]"
"2.2.1577.1","x^2 - x - 394","1577","1","[]"
"2.2.1589.1","x^2 - x - 397","1589","1","[]"
"2.2.1592.1","x^2 - 398","1592","1","[]"
"2.2.1597.1","x^2 - x - 399","1597","1","[]"
"2.2.1609.1","x^2 - x - 402","1609","1","[]"
"2.2.1613.1","x^2 - x - 403","1613","1","[]"
"2.2.1621.1","x^2 - x - 405","1621","1","[]"
"2.2.1633.1","x^2 - x - 408","1633","1","[]"
"2.2.1637.1","x^2 - x - 409","1637","1","[]"
"2.2.1657.1","x^2 - x - 414","1657","1","[]"
"2.2.1661.1","x^2 - x - 415","1661","1","[]"
"2.2.1669.1","x^2 - x - 417","1669","1","[]"
"2.2.1673.1","x^2 - x - 418","1673","1","[]"
"2.2.1676.1","x^2 - 419","1676","1","[]"
"2.2.1688.1","x^2 - 422","1688","1","[]"
"2.2.1689.1","x^2 - x - 422","1689","1","[]"
"2.2.1693.1","x^2 - x - 423","1693","1","[]"
"2.2.1697.1","x^2 - x - 424","1697","1","[]"
"2.2.1709.1","x^2 - x - 427","1709","1","[]"
"2.2.1713.1","x^2 - x - 428","1713","1","[]"
"2.2.1721.1","x^2 - x - 430","1721","1","[]"
"2.2.1724.1","x^2 - 431","1724","1","[]"
"2.2.1733.1","x^2 - x - 433","1733","1","[]"
"2.2.1741.1","x^2 - x - 435","1741","1","[]"
"2.2.1753.1","x^2 - x - 438","1753","1","[]"
"2.2.1757.1","x^2 - x - 439","1757","1","[]"
"2.2.1777.1","x^2 - x - 444","1777","1","[]"
"2.2.1784.1","x^2 - 446","1784","1","[]"
"2.2.1789.1","x^2 - x - 447","1789","1","[]"
"2.2.1793.1","x^2 - x - 448","1793","1","[]"
"2.2.1797.1","x^2 - x - 449","1797","1","[]"
"2.2.1801.1","x^2 - x - 450","1801","1","[]"
"2.2.1816.1","x^2 - 454","1816","1","[]"
"2.2.1817.1","x^2 - x - 454","1817","1","[]"
"2.2.1821.1","x^2 - x - 455","1821","1","[]"
"2.2.1829.1","x^2 - x - 457","1829","1","[]"
"2.2.1837.1","x^2 - x - 459","1837","1","[]"
"2.2.1841.1","x^2 - x - 460","1841","1","[]"
"2.2.1852.1","x^2 - 463","1852","1","[]"
"2.2.1857.1","x^2 - x - 464","1857","1","[]"
"2.2.1861.1","x^2 - x - 465","1861","1","[]"
"2.2.1868.1","x^2 - 467","1868","1","[]"
"2.2.1873.1","x^2 - x - 468","1873","1","[]"
"2.2.1877.1","x^2 - x - 469","1877","1","[]"
"2.2.1889.1","x^2 - x - 472","1889","1","[]"
"2.2.1893.1","x^2 - x - 473","1893","1","[]"
"2.2.1909.1","x^2 - x - 477","1909","1","[]"
"2.2.1912.1","x^2 - 478","1912","1","[]"
"2.2.1913.1","x^2 - x - 478","1913","1","[]"
"2.2.1916.1","x^2 - 479","1916","1","[]"
"2.2.1933.1","x^2 - x - 483","1933","1","[]"
"2.2.1941.1","x^2 - x - 485","1941","1","[]"
"2.2.1948.1","x^2 - 487","1948","1","[]"
"2.2.1949.1","x^2 - x - 487","1949","1","[]"
"2.2.1964.1","x^2 - 491","1964","1","[]"
"2.2.1969.1","x^2 - x - 492","1969","1","[]"
"2.2.1973.1","x^2 - x - 493","1973","1","[]"
"2.2.1977.1","x^2 - x - 494","1977","1","[]"
"2.2.1981.1","x^2 - x - 495","1981","1","[]"
"2.2.1993.1","x^2 - x - 498","1993","1","[]"
"2.2.1997.1","x^2 - x - 499","1997","1","[]"
"2.2.2008.1","x^2 - 502","2008","1","[]"
"2.2.2012.1","x^2 - 503","2012","1","[]"
"2.2.2017.1","x^2 - x - 504","2017","1","[]"
"2.2.2033.1","x^2 - x - 508","2033","1","[]"
"2.2.2049.1","x^2 - x - 512","2049","1","[]"
"2.2.2053.1","x^2 - x - 513","2053","1","[]"
"2.2.2069.1","x^2 - x - 517","2069","1","[]"
"2.2.2073.1","x^2 - x - 518","2073","1","[]"
"2.2.2077.1","x^2 - x - 519","2077","1","[]"
"2.2.2092.1","x^2 - 523","2092","1","[]"
"2.2.2104.1","x^2 - 526","2104","1","[]"
"2.2.2113.1","x^2 - x - 528","2113","1","[]"
"2.2.2129.1","x^2 - x - 532","2129","1","[]"
"2.2.2137.1","x^2 - x - 534","2137","1","[]"
"2.2.2141.1","x^2 - x - 535","2141","1","[]"
"2.2.2149.1","x^2 - x - 537","2149","1","[]"
"2.2.2157.1","x^2 - x - 539","2157","1","[]"
"2.2.2161.1","x^2 - x - 540","2161","1","[]"
"2.2.2168.1","x^2 - 542","2168","1","[]"
"2.2.2181.1","x^2 - x - 545","2181","1","[]"
"2.2.2188.1","x^2 - 547","2188","1","[]"
"2.2.2189.1","x^2 - x - 547","2189","1","[]"
